,Name,Name_Chinese,Region,Language,States,Specific,Owner,Owner_Chinese,Parent,Parent_Chinese,Twitter,Twitter_url,Twitter_fol,Facebook,Facebook_url,Facebook_fol,Instagram,Instagram_url,Instagram_fol,Threads,Threads_url,Threads_fol,Youtube,Youtube_url,Youtube_fol,Tiktok,Tiktok_url,Tiktok_fol,Max_media_fol,Max_media,All_media_fol
369,Learn Chinese,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,learnchineese,https://twitter.com/learnchineese,378,crilearnchinese,https://www.facebook.com/crilearnchinese/,4300000,,,0,,,0,,,0,,,0,4300000,Facebook,4300378
370,Han Yingya (Lena Han / LenaStudio),,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,lena90830,https://twitter.com/lena90830,388,Hanyingya,https://www.facebook.com/Hanyingya,52000,,,0,,,0,hanyingya,https://www.youtube.com/channel/UCQXf7_PL3RzEcv3wUd2myRw,51,,,0,52000,Facebook,52439
371,Li Qian (Leona Li),,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Leona_BJ,https://twitter.com/Leona_BJ,22,,,0,,,0,,,0,,,0,,,0,22,Twitter,22
372,Li Baorong,,Venezuela,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Li_Baorong,https://twitter.com/Li_Baorong,8850,,,0,,,0,,,0,,,0,,,0,8850,Twitter,8850
373,Li Xiaosi,,Austria,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,li_xiaosi,https://twitter.com/li_xiaosi,47800,,,0,,,0,,,0,,,0,,,0,47800,Twitter,47800
374,Li Yang,,Anglosphere,English,Cross States,Language and Cultural Communities,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,Li_Yang_China,https://twitter.com/Li_Yang_China,40900,,,0,,,0,,,0,,,0,,,0,40900,Twitter,40900
375,Li Bijian,李碧建,Anglosphere,English,Cross States,Language and Cultural Communities,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,libijian2,https://twitter.com/libijian2,101800,,,0,,,0,,,0,,,0,,,0,101800,Twitter,101800
376,Lin Nan,林楠,Anglosphere,English,Cross States,Language and Cultural Communities,Chengdu Municipal People's Government,成都市人民政府,Chengdu Municipal Committee,中共成都市委,Lin_Nan1,https://twitter.com/Lin_Nan1,2361,,,0,,,0,,,0,,,0,,,0,2361,Twitter,2361
377,Fan Lingzhi,范凌志,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,lingzhi_van,https://twitter.com/lingzhi_van,293,,,0,,,0,,,0,,,0,,,0,293,Twitter,293
378,Lin Hao,,Thailand,English,Asia,ASEAN,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,LinHao_BKK,https://twitter.com/LinHao_BKK,11300,,,0,,,0,,,0,,,0,,,0,11300,Twitter,11300
379,Liu Bo,刘波,Hispanophone,Spanish,Cross States,Language and Cultural Communities,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,liuboleo2,https://twitter.com/liuboleo2,2399,,,0,,,0,,,0,,,0,,,0,2399,Twitter,2399
380,Liu Chang,刘畅,Panama,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuChan14790671,https://twitter.com/LiuChan14790671,712,,,0,,,0,,,0,,,0,,,0,712,Twitter,712
381,Liu Hongyang,,Malawi,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuHongyang4,https://twitter.com/LiuHongyang4,2571,,,0,,,0,,,0,,,0,,,0,2571,Twitter,2571
382,Liu Yongfeng,,African Union,English,Africa,African Union General,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,liupheonix,https://twitter.com/liupheonix,23400,,,0,,,0,,,0,,,0,,,0,23400,Twitter,23400
383,Liu Xin (Emily Liu),,Xinjiang,English,Asia,Greater China,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,LiuXin_Emily,https://twitter.com/LiuXin_Emily,2418,,,0,,,0,,,0,,,0,,,0,2418,Twitter,2418
384,Liu Xin,刘欣,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,LiuXininBeijing,https://twitter.com/LiuXininBeijing,246100,Liuxininbeijing-103733191524431/,https://www.facebook.com/Liuxininbeijing-103733191524431/,2500000,,,0,,,0,,,0,,,0,2500000,Facebook,2746100
385,Liu Yan,,Netherlands,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuYanCHN,https://twitter.com/LiuYanCHN,551,,,0,,,0,,,0,,,0,,,0,551,Twitter,551
386,Liu Yutong,刘禹同,Anglosphere,English,Cross States,Language and Cultural Communities,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,LiuYutongpost,https://twitter.com/LiuYutongpost,183,,,0,,,0,,,0,,,0,,,0,183,Twitter,183
387,Zhu Liying,朱立英,Mauritius,French,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiyingZHU1,https://twitter.com/LiyingZHU1,7800,,,0,,,0,,,0,,,0,,,0,7800,Twitter,7800
388,Love Jiaxing,禾点点,Zhejiang,Chinese,Asia,Greater China,"Jiaxing Radio and Television Media Co., Ltd.",嘉兴市广电传媒有限公司,Jiaxing Municipal Committee,中共嘉兴市委,lovejiaxing,https://twitter.com/lovejiaxing,2,,,0,,,0,,,0,,,0,,,0,2,Twitter,2
389,Xu Tiefei,徐铁飞,Costa Rica,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,luisxu9,https://twitter.com/luisxu9,2236,,,0,,,0,,,0,,,0,,,0,2236,Twitter,2236
390,Luo Will,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,luowill1978,https://twitter.com/luowill1978,665,,,0,,,0,,,0,,,0,,,0,665,Twitter,665
391,Jie Lynn (Lynn's Fantasy),,la Francophonie,French,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,LYNNJie3,https://twitter.com/LYNNJie3,300,LynnsFantasy,https://www.facebook.com/LynnsFantasy/,10255,lynns_fantasy,https://www.instagram.com/lynns_fantasy/,152,,,0,lynnsfantasy749,https://www.youtube.com/channel/UCkPsSHk5N5xkbisW2GcGpjg,68,,,0,10255,Facebook,10775
392,Ma Dashuai,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,machinpl,https://twitter.com/machinpl,3098,,,0,,,0,,,0,,,0,,,0,3098,Twitter,3098
393,Ma Hui,马辉,Cuba,English,Americas,Caribbean,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MahuiChina,https://twitter.com/MahuiChina,59800,,,0,,,0,,,0,,,0,,,0,59800,Twitter,59800
394,Yan Yiqiang,,Russia,English,Europe,Non-EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MAKSIMYQY,https://twitter.com/MAKSIMYQY,8696,,,0,,,0,,,0,,,0,,,0,8696,Twitter,8696
395,Tao Yuan (Martha Tao),陶源,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MarthayTao,https://twitter.com/MarthayTao,70,,,0,,,0,,,0,,,0,,,0,70,Twitter,70
396,Martina Fuchs,,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,martinaglobal,https://twitter.com/martinaglobal,38500,martina.fuchs.146,https://www.facebook.com/martina.fuchs.146,4300,martina_fuchs_global/,https://www.instagram.com/martina_fuchs_global/,41800,,,0,martinasworld-4404,https://www.youtube.com/channel/UC-qT3mwWlvhMLTUrbCSEilA,7540,,,0,41800,Instagram,92140
397,China Daily (Media Unlocked),起底,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,MediaUnlock,https://twitter.com/MediaUnlock,433,,,0,,,0,,,0,ChinaUnlocked,https://www.youtube.com/@ChinaUnlocked,716,,,0,716,Youtube,1149
398,Zhang Lin (Melody Zhang),张琳,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MelodyZ77141898,https://twitter.com/MelodyZ77141898,3,profile.php?id=100060124341866,https://www.facebook.com/Money-Honey-with-Melody-Zhang-341685517020314,962000,moneyhoneywithmelody/,https://www.instagram.com/moneyhoneywithmelody,6226,,,0,melodyzhang1527,https://www.youtube.com/channel/UCXwI96S16XbY0-DC8tZ9TqQ/featured,6,,,0,962000,Facebook,968235
399,Foreign Ministry Spokesperson,发言人办公室,Anglosphere,English,Cross States,Language and Cultural Communities,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MFA_China,https://twitter.com/MFA_China,666400,MFA.CHN,https://www.facebook.com/MFA.CHN,41000,mfa_chn,https://www.instagram.com/mfa_chn/,26700,,,0,spokespersonchn2231,https://www.youtube.com/@spokespersonchn2231,7360,,,0,666400,Twitter,741460
400,Miao Xiaojuan,缪晓娟,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,MiaoXiaojuan,https://twitter.com/MiaoXiaojuan,6577,miaoxiaojuan,https://www.facebook.com/miaoxiaojuan/,1800000,miaoxiaojuan,https://www.instagram.com/miaoxiaojuan,2445,miaoxiaojuan,https://www.threads.net/@miaoxiaojuan,85,miaoxiaojuan,https://www.youtube.com/channel/UCpcvpAnmYVzAbMO7m-K02cg,1030,miaoxiaojuan,https://www.tiktok.com/@miaoxiaojuan,3,1800000,Facebook,1810140
401,Mingala News,缅甸吉祥网,Myanmar,Burmese,Asia,ASEAN,Yunnan Media Group (YMG),云南广播电视台,Yunnan Provincial Committee,中共云南省委,mingalanews,https://twitter.com/mingalanews,182,mingalanews,https://www.facebook.com/mingalanews,418000,,,0,,,0,,,0,mingalanews,https://www.tiktok.com/@mingalanews,82,418000,Facebook,418264
402,Wang Mingjie,,UK,English,Europe,Non-EU,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,MingjieReporter,https://twitter.com/MingjieReporter,305,,,0,,,0,,,0,,,0,,,0,305,Twitter,305
403,Zhou Yiqiu (Rachel Zhou / Miss Wow),周忆秋,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MissWow66,https://twitter.com/MissWow66,776,MissWow666,https://www.facebook.com/MissWow666/,1337393,miss_wow66,https://www.instagram.com/miss_wow66/,6833,,,0,misswowtech5751,https://www.youtube.com/channel/UCOq-ckJU3y2lCSwuVPaKc_A,2470,misswowtech,https://www.tiktok.com/@misswowtech,5928,1337393,Facebook,1353400
404,Waruni JZ,,Sri Lanka,Sinhalese,Asia,South Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MMMKKK56665147,https://twitter.com/MMMKKK56665147,340,Waruni-JZ-102001841620238/,https://www.facebook.com/Waruni-JZ-102001841620238/,1400000,,,0,,,0,warunijz,https://www.youtube.com/@warunijz,36,warunijz,https://www.tiktok.com/@warunijz,43500,1400000,Facebook,1443876
405,Zhang Meng (Monica Zhang),张梦,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,mmMonicaZhang,https://twitter.com/mmMonicaZhang,58,mmMonicaZhang,https://www.facebook.com/mmMonicaZhang/,527000,monicazhang0415,https://www.instagram.com/monicazhang0415/,212,,,0,monicazhang6629,https://www.youtube.com/channel/UCzuOYmSQvp4RbSzEXznML9g,23,,,0,527000,Facebook,527293
406,Modern Express Post,现代快报,Jiangsu,English,Asia,Greater China,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,ModernExpressEN,https://twitter.com/ModernExpressEN,2126,ModernExpressEN,https://www.facebook.com/ModernExpressEN,24000,modernexpress_en,https://www.instagram.com/modernexpress_en/,467,,,0,modernexpressen,https://www.youtube.com/channel/UCF1qqgliEvuRZ7Jb6liBWEw,227,modernexpress_en,https://www.tiktok.com/@modernexpress_en,0,24000,Facebook,26820
407,Ministry of Commerce (MOFCOM),中华人民共和国商务部,China,Chinese,Asia,Greater China,Ministry of Commerce Information Office,商务部新闻办公室,Ministry of Commerce (MOFCOM),中华人民共和国商务部,MOFCOM_China,https://twitter.com/MOFCOM_China,8092,mofcom.china,https://www.facebook.com/mofcom.china,687,,,0,,,0,,,0,,,0,8092,Twitter,8779
408,Mundo China,,Lusophone,Portuguese,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,mundo_china,https://twitter.com/mundo_china,6719,,,0,,,0,,,0,,,0,,,0,6719,Twitter,6719
409,Muyi Dima (مويي),,MENA,Arabic,Cross States,Other,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,muyi_dima,https://twitter.com/muyi_dima,15000,MuyiDima,https://www.facebook.com/MuyiDima,1000000,,,0,,,0,user-vd9qh4ke9t,https://www.youtube.com/channel/UCiTkn6HPpDEtO71seE-SBLQ,488,,,0,1000000,Facebook,1015488
410,Wang Yingying (A-Chan / Aちゃん),王颖颖,Japan,Japanese,Asia,East Asia,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ooeieiwyy,https://twitter.com/ooeieiwyy,3435,AchannoChinanow,https://www.facebook.com/AchannoChinanow,2000000,ooeieiwyy,https://www.instagram.com/ooeieiwyy/,70,,,0,achinanow9185,https://www.youtube.com/channel/UC6c2s2JjmWkb9azv9zc-dJg,1100,ajiantoqt78,https://www.tiktok.com/@ajiantoqt78,1722,2000000,Facebook,2006327
411,Ou Jianhong,,El Salvador,Spanish,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,oujianhong,https://twitter.com/oujianhong,15200,,,0,,,0,,,0,,,0,,,0,15200,Twitter,15200
412,Panda Paws,,USA,English,Americas,Anglosphere,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,panda_paws,https://twitter.com/Panda_Paws_,2235,,,0,,,0,,,0,,,0,,,0,2235,Twitter,2235
413,Pandaorama,,USA,English,Americas,Anglosphere,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,PandaoramaLink,https://twitter.com/PandaoramaLink,414,,,0,,,0,,,0,,,0,pandaorama,https://www.tiktok.com/@pandaorama,60700,60700,Tiktok,61114
414,Patrick Zheng,,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,PatrickZhengCHN,https://twitter.com/PatrickZhengCHN,42500,PatrickZhengCHN,https://www.facebook.com/PatrickZhengCHN,193000,,,0,,,0,PatrickZhengCHN,https://www.youtube.com/@PatrickZhengCHN,19,,,0,193000,Facebook,235519
415,People's Daily USA,,USA,English,Americas,Anglosphere,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,pd_northamerica,https://twitter.com/pd_northamerica,195,rmrbbm,https://www.facebook.com/rmrbbm,203,,,0,,,0,,,0,,,0,203,Facebook,398
416,People's Daily,人民日报,China,Chinese,Asia,Greater China,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChina,https://twitter.com/PDChina,6600000,PeoplesDaily,https://www.facebook.com/PeoplesDaily,85867335,peoples_daily,https://www.instagram.com/peoples_daily/,1300000,peoples_daily,https://www.threads.net/@peoples_daily,28200,PeoplesDaily,https://www.youtube.com/@PeoplesDaily,410000,peoplesdaily,https://www.tiktok.com/@peoplesdaily,2600000,85867335,Facebook,96805535
417,People's Daily Business (Modern China),,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaBusiness,https://twitter.com/PDChinaBusiness,884200,PDChinaBusiness,https://www.facebook.com/PDChinaBusiness/,6500000,,,0,,,0,,,0,,,0,6500000,Facebook,7384200
418,People's Daily Hong Kong,人民日报香港版,Hong Kong,English,Asia,Greater China,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaHK,https://twitter.com/PDChinaHK,4494,PDChinaHK,https://www.facebook.com/PDChinaHK/,1400000,,,0,,,0,,,0,,,0,1400000,Facebook,1404494
419,People's Daily Life,人民文旅,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaLife,https://twitter.com/PDChinaLife,1900000,PDChinaLife,https://www.facebook.com/PDChinaLife/,3717365,,,0,,,0,,,0,pdchinalife,https://www.tiktok.com/@pdchinalife,151,3717365,Facebook,5617516
420,People's Daily Sport China,人民日报体育,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaSports,https://twitter.com/PDChinaSports,1000000,PDChinaSports,https://www.facebook.com/PDChinaSports/,4700000,,,0,,,0,,,0,,,0,4700000,Facebook,5700000
421,People's Daily Traditional Chinese,人民日報,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinese,https://twitter.com/PDChinese,956700,peopledaily,https://www.facebook.com/peopledaily,3800000,,,0,,,0,,,0,,,0,3800000,Facebook,4756700
422,People's Daily Online Australia,人民网澳洲版,Australia,English,Oceania,Anglosphere,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDOAUS,https://twitter.com/PDOAUS,13300,PDOAUS,https://www.facebook.com/PDOAUS,1500000,,,0,,,0,pdoaus2013,https://www.youtube.com/@pdoaus2013,159000,,,0,1500000,Facebook,1672300
423,Zhang Peijin,,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,peijin_zhang,https://twitter.com/peijin_zhang,2867,,,0,,,0,,,0,,,0,,,0,2867,Twitter,2867
424,Xu Pan Yiru,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,PenicilinPan,https://twitter.com/PenicilinPan,2629,,,0,,,0,,,0,,,0,,,0,2629,Twitter,2629
425,People's Daily App,,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PeoplesDailyapp,https://twitter.com/PeoplesDailyapp,4223,PDappofficial,https://www.facebook.com/PDappofficial,541000,,,0,,,0,,,0,peoplesdaily_renminribao,https://www.tiktok.com/@peoplesdaily_renminribao,141200,541000,Facebook,686423
426,Phoenix TV News,凤凰资讯,Anglosphere,English,Cross States,Language and Cultural Communities,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,PhoenixTV_News,https://twitter.com/PhoenixTV_News,43600,,,0,phoenixtv_news,https://www.instagram.com/phoenixtv_news/,34000,,,0,phoenixtvnews7060,https://www.youtube.com/@phoenixtvnews7060,34600,phoenixtvnews,https://www.tiktok.com/@phoenixtvnews,1100000,1100000,Tiktok,1212200
427,Zhang Lizhong,,Uganda,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRC_Amb_Uganda,https://twitter.com/PRC_Amb_Uganda,6517,,,0,,,0,,,0,,,0,,,0,6517,Twitter,6517
428,Chen Song,,Nepal,English,Asia,South Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCAmbNepal,https://twitter.com/PRCAmbNepal,71400,,,0,,,0,,,0,,,0,,,0,71400,Twitter,71400
429,Xu Hong,,Netherlands,English,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCAmbNL,https://twitter.com/PRCAmbNL,4897,,,0,,,0,,,0,,,0,,,0,4897,Twitter,4897
430,Chinese Embassy in Czech Rep.,中国驻捷克大使馆,Czech Rep.,Czech,Europe,EU,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,prcembassyprg,https://twitter.com/prcembassyprg,121,chinaembassy.cz,https://www.facebook.com/chinaembassy.cz,34000,chinese_embassy_in_czechia,https://www.instagram.com/chinese_embassy_in_czechia/,183,,,0,,,0,chineseembassyinczechia,https://www.tiktok.com/@chineseembassyinczechia,24,34000,Facebook,34328
431,Chinese Embassy In Nepal,,Nepal,English,Asia,South Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCSpoxNepal,https://twitter.com/PRCSpoxNepal,2680,ChinaEmbNepal,https://www.facebook.com/ChinaEmbNepal/,22000,,,0,,,0,,,0,,,0,22000,Facebook,24680
432,Lucas Zhuang,,Brazil,Portuguese,Americas,Latin America,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,promisingzhuang,https://twitter.com/promisingzhuang,5191,,,0,,,0,,,0,,,0,,,0,5191,Twitter,5191
433,Gu Qianwen,顾倩雯,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,qianwen_gu,https://twitter.com/qianwen_gu,2019,,,0,,,0,,,0,,,0,,,0,2019,Twitter,2019
434,Chen Qingqing,,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,qingqingparis,https://twitter.com/qingqingparis,13700,,,0,,,0,,,0,qingqingparis,https://www.youtube.com/user/qingqingparis,15,,,0,13700,Twitter,13715
435,Qiushi,求是,China,Chinese,Asia,Greater China,Qiushi Magazine Press,求是杂志社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,QiushiJournal,https://twitter.com/QiushiJournal,7334,,,0,,,0,,,0,,,0,,,0,7334,Twitter,7334
436,Quan Quan,全权,Algeria,Arabic,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,QuanQuan_1231,https://twitter.com/QuanQuan_1231,3159,,,0,,,0,,,0,,,0,,,0,3159,Twitter,3159
437,CRI Albanian (Radio Ejani),,Albania,Albanian,Asia,Middle East,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,RadioEjani,https://twitter.com/RadioEjani,6111,CMGShqip,https://www.facebook.com/CMGShqip/,1100000,ejanistudio,https://www.instagram.com/ejanistudio/,1714,,,0,,,0,,,0,1100000,Facebook,1107825
438,Guancha Syndicate,观察者网,China,Chinese,Asia,Greater China,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,realGuancha,https://twitter.com/realGuancha,71500,realGuancha,https://www.facebook.com/realGuancha,14000,,,0,,,0,guancha021,https://www.youtube.com/@guancha021,491000,,,0,491000,Youtube,576500
439,Ren Ke,任珂,Anglosphere,English,Cross States,Language and Cultural Communities,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,RenKeNews,https://twitter.com/RenKeNews,45400,,,0,,,0,,,0,,,0,,,0,45400,Twitter,45400
440,Hao Zhangyu,蒿政瑜,China,Chinese,Asia,Greater China,China Internet Information Center (CIIC),中国互联网新闻中心,State Council Information Office (SCIO),国务院新闻办公室,reporterCHN,https://twitter.com/reporterCHN,3483,,,0,,,0,,,0,,,0,,,0,3483,Twitter,3483
441,Chen Ribiao,,South Korea,Chinese,Asia,East Asia,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,RibiaoChen,https://twitter.com/RibiaoChen,1247,,,0,,,0,,,0,,,0,,,0,1247,Twitter,1247
442,Bai Yunyi (Rita Bai),白云怡,Anglosphere,English,Cross States,Language and Cultural Communities,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,RitaBai,https://twitter.com/RitaBai,2708,profile.php?id=100074831960760,https://www.facebook.com/profile.php?id=100074831960760,1,,,0,,,0,,,0,,,0,2708,Twitter,2709
443,Zhao Hong (Sabrina Zhao),,Anglosphere,English,Cross States,Language and Cultural Communities,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Sabrina_Zhao,https://twitter.com/Sabrina_Zhao,63,,,0,,,0,,,0,,,0,,,0,63,Twitter,63
444,Zhang Zhisheng,张志昇,Tanzania,English,Africa,African Union,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,salahzhang,https://twitter.com/salahzhang,7208,,,0,,,0,,,0,,,0,,,0,7208,Twitter,7208
445,"Sanya, China",三亚市人民政府,Hainan,English,Asia,Greater China,China Daily Press,中国日报社,Sanya Municipal People's Government,三亚市人民政府,SanyaofChina,https://twitter.com/SanyaofChina,71100,SanyaofChina,https://www.facebook.com/SanyaofChina/,709000,sanyaofchina,https://www.instagram.com/sanyaofchina/,3716,,,0,,,0,,,0,709000,Facebook,783816
446,Discover Beautiful China,,Anglosphere,English,Cross States,Language and Cultural Communities,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,SceneryofChina,https://twitter.com/SceneryofChina,37900,,,0,,,0,,,0,,,0,,,0,37900,Twitter,37900
447,Shaanxi Moments,,Shaanxi,English,Asia,Greater China,"Beijing Jiandanshiji Culture Media Co., Ltd",北京简单世纪文化传媒有限公司,unknown,,ShaanxiMoments,https://twitter.com/ShaanxiMoments,80700,,,0,,,0,,,0,,,0,,,0,80700,Twitter,80700
448,Hu Jianlin (Shalevetya / שלהבתיה),,Israel,Hebrew,Asia,Middle East,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Shalevetyah,https://twitter.com/Shalevetyah,9,Shalevetyah,https://www.facebook.com/Shalevetyah,677,shalevetyah,https://www.instagram.com/shalevetyah,158,,,0,shalevetyah3479,https://www.youtube.com/channel/UCJgbxFG84oYqUV3aJdFs6Qw,31,,,0,677,Facebook,875
449,Shanghai Daily SHINE,上海日报SHINE,Shanghai,English,Asia,Greater China,Shanghai United Media Group (SUMG),上海报业集团,Shanghai Municipal Committee,中共上海市委,shanghaidaily,https://twitter.com/shanghaidaily,390700,ShanghaiDaily1999,https://www.facebook.com/ShanghaiDaily1999,616000,shine_news,https://www.instagram.com/shine_news/,0,,,0,ShanghaiDaily1999,https://www.youtube.com/channel/UCUX6sby7ozwTTfd7fyEUk2w,11900,,,0,616000,Facebook,1018600
